waktu,suhu_2,suhu_permukaan,kelembaban_tanah
2020-05-01 04:57:39,28.0,64.0,83.0
2020-05-01 04:57:42,28.0,63.0,83.0
2020-05-01 04:57:45,28.0,63.0,83.0
2020-05-01 04:57:48,28.0,64.0,84.0
2020-05-01 04:57:51,28.0,64.0,84.0
2020-05-01 04:57:54,28.0,64.0,84.0
2020-05-01 04:57:57,28.0,64.0,84.0
2020-05-01 04:58:00,28.0,64.0,84.0
2020-05-01 04:58:03,28.0,63.0,83.0
2020-05-01 04:58:06,28.0,63.0,83.0
2020-05-01 04:58:09,27.0,63.0,83.0
2020-05-01 04:58:12,27.0,63.0,83.0
2020-05-01 04:58:15,28.0,64.0,84.0
2020-05-01 04:58:18,28.0,64.0,84.0
2020-05-01 04:58:21,27.0,64.0,84.0
2020-05-01 04:58:24,27.0,64.0,84.0
2020-05-01 04:58:27,28.0,63.0,83.0
2020-05-01 04:58:30,28.0,63.0,83.0
2020-05-01 04:58:33,28.0,64.0,83.0
2020-05-01 04:58:36,28.0,64.0,83.0
2020-05-01 04:58:39,28.0,64.0,83.0
2020-05-01 04:58:42,28.0,63.0,83.0
2020-05-01 04:58:45,28.0,63.0,83.0
2020-05-01 04:58:48,28.0,63.0,83.0
2020-05-01 04:58:51,28.0,63.0,83.0
2020-05-01 04:58:54,28.0,63.0,84.0
2020-05-01 04:58:57,28.0,63.0,84.0
2020-05-01 04:59:00,27.0,63.0,83.0
2020-05-01 04:59:03,27.0,63.0,83.0
2020-05-01 04:59:06,28.0,62.0,83.0
2020-05-01 04:59:09,28.0,62.0,83.0
2020-05-01 04:59:12,28.0,62.0,83.0
2020-05-01 04:59:15,28.0,63.0,83.0
2020-05-01 04:59:18,28.0,63.0,83.0
2020-05-01 04:59:21,28.0,63.0,83.0
2020-05-01 04:59:24,28.0,63.0,83.0
2020-05-01 04:59:27,27.0,62.0,83.0
2020-05-01 04:59:30,27.0,62.0,83.0
2020-05-01 04:59:33,28.0,63.0,83.0
2020-05-01 04:59:36,28.0,63.0,83.0
2020-05-01 04:59:39,28.0,63.0,83.0
2020-05-01 04:59:42,28.0,63.0,83.0
2020-05-01 04:59:45,27.0,63.0,83.0
2020-05-01 04:59:48,27.0,63.0,83.0
2020-05-01 04:59:51,27.0,63.0,83.0
2020-05-01 04:59:54,27.0,63.0,83.0
2020-05-01 04:59:57,27.0,63.0,83.0
2020-05-01 05:00:00,28.0,63.0,83.0
2020-05-01 05:00:03,28.0,63.0,83.0
2020-05-01 05:00:06,27.0,63.0,83.0
2020-05-01 05:00:09,27.0,63.0,83.0
2020-05-01 05:00:12,28.0,64.0,83.0
2020-05-01 05:00:15,28.0,64.0,83.0
2020-05-01 05:00:18,28.0,64.0,83.0
2020-05-01 05:00:21,28.0,64.0,83.0
2020-05-01 05:00:24,28.0,63.0,83.0
2020-05-01 05:00:27,28.0,63.0,83.0
2020-05-01 05:00:30,27.0,61.0,83.0
2020-05-01 05:00:33,27.0,61.0,83.0
2020-05-01 05:00:36,27.0,61.0,83.0
2020-05-01 05:00:39,28.0,63.0,83.0
2020-05-01 05:00:42,28.0,63.0,83.0
2020-05-01 05:00:45,28.0,63.0,83.0
2020-05-01 05:00:48,28.0,63.0,83.0
2020-05-01 05:00:51,27.0,62.0,83.0
2020-05-01 05:00:54,27.0,62.0,83.0
2020-05-01 05:00:57,27.0,63.0,84.0
2020-05-01 05:01:00,27.0,63.0,84.0
2020-05-01 05:01:03,28.0,64.0,83.0
2020-05-01 05:01:06,28.0,64.0,83.0
2020-05-01 05:01:09,28.0,64.0,83.0
2020-05-01 05:01:12,28.0,63.0,83.0
2020-05-01 05:01:15,28.0,63.0,83.0
2020-05-01 05:01:18,27.0,63.0,84.0
2020-05-01 05:01:21,27.0,63.0,84.0
2020-05-01 05:01:24,28.0,64.0,83.0
2020-05-01 05:01:27,28.0,64.0,83.0
2020-05-01 05:01:30,28.0,64.0,83.0
2020-05-01 05:01:33,28.0,64.0,83.0
2020-05-01 05:01:36,28.0,63.0,83.0
2020-05-01 05:01:39,28.0,63.0,83.0
2020-05-01 05:01:42,27.0,64.0,83.0
2020-05-01 05:01:45,27.0,64.0,83.0
2020-05-01 05:01:48,27.0,64.0,83.0
2020-05-01 05:01:51,28.0,63.0,83.0
2020-05-01 05:01:54,28.0,63.0,83.0
2020-05-01 05:01:57,28.0,63.0,83.0
2020-05-01 05:02:00,28.0,63.0,83.0
2020-05-01 05:02:03,27.0,63.0,83.0
2020-05-01 05:02:06,27.0,63.0,83.0
2020-05-01 05:02:09,27.0,63.0,83.0
2020-05-01 05:02:12,27.0,63.0,83.0
2020-05-01 05:02:15,27.0,64.0,83.0
2020-05-01 05:02:18,27.0,64.0,83.0
2020-05-01 05:02:21,27.0,63.0,83.0
2020-05-01 05:02:24,27.0,63.0,83.0
2020-05-01 05:02:27,27.0,64.0,83.0
2020-05-01 05:02:30,27.0,64.0,83.0
2020-05-01 05:02:33,27.0,64.0,83.0
2020-05-01 05:02:36,28.0,64.0,83.0
2020-05-01 05:02:39,28.0,64.0,83.0
2020-05-01 05:02:42,28.0,63.0,83.0
2020-05-01 05:02:45,28.0,63.0,83.0
2020-05-01 05:02:48,27.0,63.0,83.0
2020-05-01 05:02:51,27.0,63.0,83.0
2020-05-01 05:02:54,27.0,63.0,83.0
2020-05-01 05:02:57,27.0,63.0,83.0
2020-05-01 05:03:00,27.0,63.0,83.0
2020-05-01 05:03:03,28.0,63.0,83.0
2020-05-01 05:03:06,28.0,63.0,83.0
2020-05-01 05:03:09,28.0,64.0,84.0
2020-05-01 05:03:12,28.0,64.0,84.0
2020-05-01 05:03:15,28.0,64.0,83.0
2020-05-01 05:03:18,28.0,64.0,83.0
2020-05-01 05:03:21,28.0,63.0,83.0
2020-05-01 05:03:24,28.0,63.0,83.0
2020-05-01 05:03:27,28.0,63.0,83.0
2020-05-01 05:03:30,28.0,63.0,83.0
2020-05-01 05:03:33,28.0,62.0,83.0
2020-05-01 05:03:36,28.0,62.0,83.0
2020-05-01 05:03:39,28.0,62.0,83.0
2020-05-01 05:03:42,28.0,62.0,83.0
2020-05-01 05:03:45,28.0,63.0,83.0
2020-05-01 05:03:48,28.0,63.0,83.0
2020-05-01 05:03:51,28.0,63.0,83.0
2020-05-01 05:03:54,28.0,62.0,83.0
2020-05-01 05:03:57,28.0,62.0,83.0
2020-05-01 05:04:00,28.0,63.0,83.0
2020-05-01 05:04:03,28.0,63.0,83.0
2020-05-01 05:04:06,27.0,63.0,83.0
2020-05-01 05:04:09,27.0,63.0,83.0
2020-05-01 05:04:12,28.0,64.0,83.0
2020-05-01 05:04:15,28.0,64.0,83.0
2020-05-01 05:04:18,27.0,63.0,83.0
2020-05-01 05:04:21,27.0,63.0,83.0
2020-05-01 05:04:24,27.0,63.0,83.0
2020-05-01 05:04:27,28.0,62.0,83.0
2020-05-01 05:04:30,28.0,62.0,83.0
2020-05-01 05:04:33,27.0,63.0,83.0
2020-05-01 05:04:36,27.0,63.0,83.0
2020-05-01 05:04:39,28.0,64.0,83.0
2020-05-01 05:04:42,28.0,64.0,83.0
2020-05-01 05:04:45,27.0,63.0,83.0
2020-05-01 05:04:48,27.0,63.0,83.0
2020-05-01 05:04:51,27.0,64.0,83.0
2020-05-01 05:04:54,27.0,64.0,83.0
2020-05-01 05:04:57,27.0,64.0,83.0
2020-05-01 05:05:00,27.0,64.0,83.0
2020-05-01 05:05:03,27.0,64.0,83.0
2020-05-01 05:05:06,28.0,64.0,84.0
2020-05-01 05:05:09,28.0,64.0,84.0
2020-05-01 05:05:12,27.0,63.0,83.0
2020-05-01 05:05:15,27.0,63.0,83.0
2020-05-01 05:05:18,28.0,63.0,83.0
2020-05-01 05:05:21,28.0,63.0,83.0
2020-05-01 05:05:24,28.0,64.0,83.0
2020-05-01 05:05:27,28.0,64.0,83.0
2020-05-01 05:05:30,28.0,64.0,83.0
2020-05-01 05:05:33,28.0,64.0,83.0
2020-05-01 05:05:36,28.0,64.0,83.0
2020-05-01 05:05:39,28.0,64.0,83.0
2020-05-01 05:05:42,28.0,64.0,83.0
2020-05-01 05:05:45,28.0,63.0,83.0
2020-05-01 05:05:48,28.0,63.0,83.0
2020-05-01 05:05:51,28.0,63.0,83.0
2020-05-01 05:05:54,28.0,63.0,83.0
2020-05-01 05:05:57,28.0,64.0,83.0
2020-05-01 05:06:00,28.0,64.0,83.0
2020-05-01 05:06:03,27.0,63.0,83.0
2020-05-01 05:06:06,27.0,63.0,83.0
2020-05-01 05:06:09,28.0,63.0,83.0
2020-05-01 05:06:12,28.0,63.0,83.0
2020-05-01 05:06:15,28.0,64.0,83.0
2020-05-01 05:06:18,28.0,64.0,83.0
2020-05-01 05:06:21,28.0,64.0,83.0
2020-05-01 05:06:24,28.0,64.0,83.0
2020-05-01 05:06:27,28.0,64.0,83.0
2020-05-01 05:06:30,28.0,63.0,83.0
2020-05-01 05:06:33,28.0,63.0,83.0
2020-05-01 05:06:36,28.0,64.0,83.0
2020-05-01 05:06:39,28.0,64.0,83.0
2020-05-01 05:06:42,27.0,62.0,83.0
2020-05-01 05:06:45,27.0,62.0,83.0
2020-05-01 05:06:48,28.0,64.0,84.0
2020-05-01 05:06:51,28.0,64.0,84.0
2020-05-01 05:06:54,28.0,64.0,84.0
2020-05-01 05:06:57,27.0,64.0,84.0
2020-05-01 05:07:00,27.0,64.0,84.0
2020-05-01 05:07:03,27.0,63.0,83.0
2020-05-01 05:07:06,27.0,63.0,83.0
2020-05-01 05:07:09,28.0,63.0,83.0
2020-05-01 05:07:12,28.0,63.0,83.0
2020-05-01 05:07:15,28.0,63.0,83.0
2020-05-01 05:07:18,28.0,63.0,83.0
2020-05-01 05:07:21,27.0,63.0,83.0
2020-05-01 05:07:24,27.0,63.0,83.0
2020-05-01 05:07:27,27.0,63.0,83.0
2020-05-01 05:07:30,27.0,63.0,83.0
2020-05-01 05:07:33,27.0,63.0,83.0
2020-05-01 05:07:36,27.0,63.0,83.0
2020-05-01 05:07:39,27.0,63.0,83.0
2020-05-01 05:07:42,27.0,63.0,83.0
2020-05-01 05:07:45,27.0,63.0,83.0
2020-05-01 05:07:48,28.0,63.0,83.0
2020-05-01 05:07:51,28.0,63.0,83.0
2020-05-01 05:07:54,27.0,63.0,83.0
2020-05-01 05:07:57,27.0,63.0,83.0
2020-05-01 05:08:00,27.0,62.0,83.0
2020-05-01 05:08:03,27.0,62.0,83.0
2020-05-01 05:08:06,28.0,62.0,83.0
2020-05-01 05:08:09,28.0,62.0,83.0
2020-05-01 05:08:12,28.0,63.0,83.0
2020-05-01 05:08:15,28.0,63.0,83.0
2020-05-01 05:08:18,28.0,63.0,83.0
2020-05-01 05:08:21,28.0,63.0,83.0
2020-05-01 05:08:24,28.0,63.0,83.0
2020-05-01 05:08:27,28.0,64.0,83.0
2020-05-01 05:08:30,28.0,64.0,83.0
2020-05-01 05:08:33,27.0,64.0,84.0
2020-05-01 05:08:36,27.0,64.0,84.0
2020-05-01 05:08:39,27.0,62.0,83.0
2020-05-01 05:08:42,27.0,62.0,83.0
2020-05-01 05:08:45,27.0,62.0,83.0
2020-05-01 05:08:48,27.0,63.0,83.0
2020-05-01 05:08:51,28.0,65.0,83.0
2020-05-01 05:08:54,28.0,65.0,83.0
2020-05-01 05:08:57,28.0,65.0,83.0
2020-05-01 05:09:00,28.0,64.0,83.0
2020-05-01 05:09:03,28.0,64.0,83.0
2020-05-01 05:09:06,27.0,63.0,83.0
2020-05-01 05:09:09,27.0,63.0,83.0
2020-05-01 05:09:12,27.0,63.0,83.0
2020-05-01 05:09:15,27.0,63.0,83.0
2020-05-01 05:09:18,27.0,63.0,83.0
2020-05-01 05:09:21,27.0,64.0,83.0
2020-05-01 05:09:24,27.0,63.0,83.0
2020-05-01 05:09:27,27.0,63.0,83.0
2020-05-01 05:09:30,27.0,64.0,83.0
2020-05-01 05:09:33,27.0,64.0,83.0
2020-05-01 05:09:36,27.0,64.0,83.0
2020-05-01 05:09:39,27.0,64.0,83.0
2020-05-01 05:09:42,27.0,63.0,83.0
2020-05-01 05:09:45,27.0,63.0,83.0
2020-05-01 05:09:48,27.0,63.0,83.0
2020-05-01 05:09:51,27.0,63.0,83.0
2020-05-01 05:09:54,27.0,63.0,83.0
2020-05-01 05:09:57,27.0,64.0,83.0
2020-05-01 05:10:00,27.0,64.0,83.0
2020-05-01 05:10:03,27.0,62.0,83.0
2020-05-01 05:10:06,27.0,62.0,83.0
2020-05-01 05:10:09,27.0,63.0,83.0
2020-05-01 05:10:12,27.0,63.0,83.0
2020-05-01 05:10:15,27.0,63.0,83.0
2020-05-01 05:10:18,27.0,64.0,83.0
2020-05-01 05:10:21,27.0,64.0,83.0
2020-05-01 05:10:24,28.0,64.0,83.0
2020-05-01 05:10:27,28.0,64.0,83.0
2020-05-01 05:10:30,27.0,63.0,83.0
2020-05-01 05:10:33,27.0,63.0,83.0
2020-05-01 05:10:36,27.0,63.0,83.0
2020-05-01 05:10:39,27.0,63.0,83.0
2020-05-01 05:10:42,27.0,64.0,83.0
2020-05-01 05:10:45,27.0,64.0,83.0
2020-05-01 05:10:48,28.0,63.0,83.0
2020-05-01 05:10:51,28.0,63.0,83.0
2020-05-01 05:10:54,28.0,63.0,83.0
2020-05-01 05:10:57,28.0,63.0,83.0
2020-05-01 05:11:00,28.0,63.0,83.0
2020-05-01 05:11:03,27.0,64.0,83.0
2020-05-01 05:11:06,27.0,64.0,83.0
2020-05-01 05:11:09,28.0,62.0,84.0
2020-05-01 05:11:12,28.0,62.0,84.0
2020-05-01 05:11:15,27.0,62.0,83.0
2020-05-01 05:11:18,27.0,62.0,83.0
2020-05-01 05:11:21,27.0,62.0,83.0
2020-05-01 05:11:24,27.0,62.0,83.0
2020-05-01 05:11:27,27.0,62.0,83.0
2020-05-01 05:11:30,28.0,63.0,83.0
2020-05-01 05:11:33,28.0,63.0,83.0
2020-05-01 05:11:36,28.0,64.0,83.0
2020-05-01 05:11:39,28.0,64.0,83.0
2020-05-01 05:11:42,27.0,64.0,83.0
2020-05-01 05:11:45,27.0,64.0,83.0
2020-05-01 05:11:48,27.0,64.0,83.0
2020-05-01 05:11:51,27.0,64.0,83.0
2020-05-01 05:11:54,27.0,64.0,83.0
2020-05-01 05:11:57,27.0,64.0,83.0
2020-05-01 05:12:00,28.0,63.0,84.0
2020-05-01 05:12:03,28.0,63.0,84.0
2020-05-01 05:12:06,27.0,64.0,83.0
2020-05-01 05:12:09,27.0,64.0,83.0
2020-05-01 05:12:12,28.0,63.0,83.0
2020-05-01 05:12:15,28.0,63.0,83.0
2020-05-01 05:12:18,28.0,63.0,83.0
2020-05-01 05:12:21,27.0,64.0,83.0
2020-05-01 05:12:24,27.0,64.0,83.0
2020-05-01 05:12:27,28.0,63.0,84.0
2020-05-01 05:12:30,28.0,63.0,84.0
2020-05-01 05:12:33,27.0,64.0,83.0
2020-05-01 05:12:36,27.0,64.0,83.0
2020-05-01 05:12:39,28.0,63.0,83.0
2020-05-01 05:12:42,28.0,63.0,83.0
2020-05-01 05:12:45,27.0,63.0,83.0
2020-05-01 05:12:48,27.0,63.0,83.0
2020-05-01 05:12:51,27.0,63.0,83.0
2020-05-01 05:12:54,27.0,63.0,83.0
2020-05-01 05:12:57,27.0,63.0,83.0
2020-05-01 05:13:00,27.0,63.0,84.0
2020-05-01 05:13:03,27.0,63.0,84.0
2020-05-01 05:13:06,27.0,64.0,83.0
2020-05-01 05:13:09,27.0,64.0,83.0
2020-05-01 05:13:12,27.0,63.0,83.0
2020-05-01 05:13:15,27.0,63.0,83.0
2020-05-01 05:13:18,27.0,64.0,83.0
2020-05-01 05:13:21,27.0,64.0,83.0
2020-05-01 05:13:24,27.0,64.0,83.0
2020-05-01 05:13:27,27.0,63.0,83.0
2020-05-01 05:13:30,27.0,63.0,83.0
2020-05-01 05:13:33,27.0,63.0,83.0
2020-05-01 05:13:36,27.0,63.0,83.0
2020-05-01 05:13:39,27.0,64.0,83.0
2020-05-01 05:13:42,27.0,64.0,83.0
2020-05-01 05:13:45,27.0,64.0,83.0
2020-05-01 05:13:48,27.0,64.0,83.0
2020-05-01 05:13:51,27.0,62.0,83.0
2020-05-01 05:13:54,27.0,62.0,83.0
2020-05-01 05:13:57,27.0,63.0,83.0
2020-05-01 05:14:00,27.0,63.0,83.0
2020-05-01 05:14:03,27.0,63.0,83.0
2020-05-01 05:14:06,27.0,63.0,83.0
2020-05-01 05:14:09,27.0,63.0,83.0
2020-05-01 05:14:12,27.0,63.0,83.0
2020-05-01 05:14:15,27.0,63.0,83.0
2020-05-01 05:14:18,27.0,62.0,83.0
2020-05-01 05:14:21,27.0,62.0,83.0
2020-05-01 05:14:24,27.0,63.0,83.0
2020-05-01 05:14:27,27.0,63.0,83.0
2020-05-01 05:14:30,27.0,63.0,83.0
2020-05-01 05:14:33,27.0,63.0,83.0
2020-05-01 05:14:36,27.0,64.0,83.0
2020-05-01 05:14:39,27.0,64.0,83.0
2020-05-01 05:14:42,27.0,63.0,83.0
2020-05-01 05:14:45,27.0,63.0,83.0
2020-05-01 05:14:48,27.0,63.0,83.0
2020-05-01 05:14:51,27.0,63.0,83.0
2020-05-01 05:14:54,27.0,63.0,83.0
2020-05-01 05:14:57,27.0,64.0,83.0
2020-05-01 05:15:00,27.0,64.0,83.0
2020-05-01 05:15:03,27.0,63.0,83.0
2020-05-01 05:15:06,27.0,63.0,83.0
2020-05-01 05:15:09,27.0,62.0,83.0
2020-05-01 05:15:12,27.0,62.0,83.0
2020-05-01 05:15:15,28.0,63.0,83.0
2020-05-01 05:15:18,28.0,63.0,83.0
2020-05-01 05:15:21,27.0,63.0,83.0
2020-05-01 05:15:24,27.0,63.0,83.0
2020-05-01 05:15:27,27.0,63.0,83.0
2020-05-01 05:15:30,27.0,63.0,83.0
2020-05-01 05:15:33,27.0,63.0,83.0
2020-05-01 05:15:36,27.0,64.0,83.0
2020-05-01 05:15:39,27.0,64.0,83.0
2020-05-01 05:15:42,27.0,63.0,83.0
2020-05-01 05:15:45,27.0,63.0,83.0
2020-05-01 05:15:48,27.0,63.0,83.0
2020-05-01 05:15:51,27.0,63.0,83.0
2020-05-01 05:15:54,27.0,64.0,83.0
2020-05-01 05:15:57,27.0,64.0,83.0
2020-05-01 05:16:00,27.0,63.0,83.0
2020-05-01 05:16:03,27.0,63.0,83.0
2020-05-01 05:16:06,27.0,63.0,83.0
2020-05-01 05:16:09,27.0,63.0,83.0
2020-05-01 05:16:12,27.0,63.0,83.0
2020-05-01 05:16:15,27.0,64.0,83.0
2020-05-01 05:16:18,27.0,64.0,83.0
2020-05-01 05:16:21,28.0,64.0,83.0
2020-05-01 05:16:24,28.0,64.0,83.0
2020-05-01 05:16:27,27.0,62.0,83.0
2020-05-01 05:16:30,27.0,62.0,83.0
2020-05-01 05:16:33,28.0,63.0,83.0
2020-05-01 05:16:36,28.0,63.0,83.0
2020-05-01 05:16:39,27.0,64.0,83.0
2020-05-01 05:16:42,27.0,64.0,83.0
2020-05-01 05:16:45,27.0,64.0,83.0
2020-05-01 05:16:48,27.0,63.0,83.0
2020-05-01 05:16:51,27.0,63.0,83.0
2020-05-01 05:16:54,27.0,64.0,83.0
2020-05-01 05:16:57,27.0,64.0,83.0
2020-05-01 05:17:00,27.0,63.0,83.0
2020-05-01 05:17:03,27.0,63.0,83.0
2020-05-01 05:17:06,28.0,64.0,83.0
2020-05-01 05:17:09,28.0,64.0,83.0
2020-05-01 05:17:12,28.0,63.0,83.0
2020-05-01 05:17:15,28.0,63.0,83.0
2020-05-01 05:17:18,27.0,63.0,83.0
2020-05-01 05:17:21,27.0,63.0,83.0
2020-05-01 05:17:24,27.0,63.0,83.0
2020-05-01 05:17:27,28.0,62.0,83.0
2020-05-01 05:17:30,28.0,62.0,83.0
2020-05-01 05:17:33,27.0,63.0,83.0
2020-05-01 05:17:36,27.0,63.0,83.0
2020-05-01 05:17:39,27.0,64.0,83.0
2020-05-01 05:17:42,27.0,64.0,83.0
2020-05-01 05:17:45,27.0,65.0,83.0
2020-05-01 05:17:48,27.0,65.0,83.0
2020-05-01 05:17:51,27.0,64.0,83.0
2020-05-01 05:17:54,27.0,64.0,83.0
2020-05-01 05:17:57,27.0,64.0,83.0
2020-05-01 05:18:00,27.0,62.0,83.0
2020-05-01 05:18:03,27.0,62.0,83.0
2020-05-01 05:18:06,28.0,64.0,83.0
2020-05-01 05:18:09,28.0,64.0,83.0
2020-05-01 05:18:12,27.0,63.0,83.0
2020-05-01 05:18:15,27.0,63.0,83.0
2020-05-01 05:18:18,27.0,64.0,83.0
2020-05-01 05:18:21,27.0,64.0,83.0
2020-05-01 05:18:24,27.0,63.0,83.0
2020-05-01 05:18:27,27.0,63.0,83.0
2020-05-01 05:18:30,27.0,63.0,83.0
2020-05-01 05:18:33,27.0,63.0,83.0
2020-05-01 05:18:36,27.0,63.0,83.0
2020-05-01 05:18:39,27.0,64.0,83.0
2020-05-01 05:18:42,27.0,64.0,83.0
2020-05-01 05:18:45,27.0,63.0,83.0
2020-05-01 05:18:48,27.0,63.0,83.0
2020-05-01 05:18:51,27.0,63.0,84.0
2020-05-01 05:18:54,27.0,63.0,84.0
2020-05-01 05:18:57,27.0,64.0,83.0
2020-05-01 05:19:00,27.0,64.0,83.0
2020-05-01 05:19:03,27.0,63.0,83.0
2020-05-01 05:19:06,27.0,63.0,83.0
2020-05-01 05:19:09,27.0,64.0,83.0
2020-05-01 05:19:12,27.0,64.0,83.0
2020-05-01 05:19:15,27.0,64.0,83.0
2020-05-01 05:19:18,27.0,63.0,83.0
2020-05-01 05:19:21,27.0,63.0,83.0
2020-05-01 05:19:24,27.0,64.0,83.0
2020-05-01 05:19:27,27.0,64.0,83.0
2020-05-01 05:19:30,27.0,64.0,83.0
2020-05-01 05:19:33,27.0,64.0,83.0
2020-05-01 05:19:36,27.0,63.0,83.0
2020-05-01 05:19:39,27.0,63.0,83.0
2020-05-01 05:19:42,27.0,63.0,83.0
2020-05-01 05:19:45,27.0,63.0,83.0
2020-05-01 05:19:48,27.0,64.0,83.0
2020-05-01 05:19:51,27.0,64.0,83.0
2020-05-01 05:19:54,27.0,64.0,83.0
2020-05-01 05:19:57,27.0,64.0,83.0
2020-05-01 05:20:00,27.0,64.0,83.0
2020-05-01 05:20:03,27.0,64.0,83.0
2020-05-01 05:20:06,27.0,64.0,83.0
2020-05-01 05:20:09,27.0,63.0,83.0
2020-05-01 05:20:12,27.0,63.0,83.0
2020-05-01 05:20:15,27.0,64.0,83.0
2020-05-01 05:20:18,27.0,64.0,83.0
2020-05-01 05:20:21,27.0,64.0,83.0
2020-05-01 05:20:24,27.0,64.0,83.0
2020-05-01 05:20:27,27.0,64.0,83.0
2020-05-01 05:20:30,27.0,64.0,83.0
2020-05-01 05:20:33,27.0,64.0,83.0
2020-05-01 05:20:36,27.0,64.0,83.0
2020-05-01 05:20:39,27.0,64.0,83.0
2020-05-01 05:20:42,27.0,63.0,83.0
2020-05-01 05:20:45,27.0,63.0,83.0
2020-05-01 05:20:48,27.0,64.0,83.0
2020-05-01 05:20:51,27.0,64.0,83.0
2020-05-01 05:20:54,27.0,63.0,84.0
2020-05-01 05:20:57,27.0,63.0,84.0
2020-05-01 05:21:00,27.0,64.0,83.0
2020-05-01 05:21:03,27.0,64.0,83.0
2020-05-01 05:21:06,27.0,63.0,83.0
2020-05-01 05:21:09,27.0,63.0,83.0
2020-05-01 05:21:12,27.0,63.0,83.0
2020-05-01 05:21:15,27.0,63.0,83.0
2020-05-01 05:21:18,27.0,63.0,83.0
2020-05-01 05:21:21,27.0,64.0,83.0
2020-05-01 05:21:24,27.0,64.0,83.0
2020-05-01 05:21:27,27.0,64.0,83.0
2020-05-01 05:21:30,27.0,64.0,83.0
2020-05-01 05:21:33,27.0,64.0,83.0
2020-05-01 05:21:36,27.0,64.0,83.0
2020-05-01 05:21:39,27.0,63.0,83.0
2020-05-01 05:21:42,27.0,63.0,83.0
2020-05-01 05:21:45,28.0,63.0,83.0
2020-05-01 05:21:48,28.0,63.0,83.0
2020-05-01 05:21:51,28.0,63.0,83.0
2020-05-01 05:21:54,27.0,63.0,83.0
2020-05-01 05:21:57,27.0,63.0,83.0
2020-05-01 05:22:00,27.0,63.0,83.0
2020-05-01 05:22:03,27.0,63.0,83.0
2020-05-01 05:22:06,28.0,64.0,83.0
2020-05-01 05:22:09,28.0,64.0,83.0
2020-05-01 05:22:12,27.0,63.0,83.0
2020-05-01 05:22:15,27.0,63.0,83.0
2020-05-01 05:22:18,27.0,64.0,83.0
2020-05-01 05:22:21,27.0,64.0,83.0
2020-05-01 05:22:24,27.0,64.0,83.0
2020-05-01 05:22:27,28.0,64.0,83.0
2020-05-01 05:22:30,28.0,64.0,83.0
2020-05-01 05:22:33,28.0,64.0,83.0
2020-05-01 05:22:36,28.0,64.0,83.0
2020-05-01 05:22:39,27.0,63.0,83.0
2020-05-01 05:22:42,27.0,63.0,83.0
2020-05-01 05:22:45,27.0,64.0,83.0
2020-05-01 05:22:48,27.0,64.0,83.0
2020-05-01 05:22:51,27.0,64.0,83.0
2020-05-01 05:22:54,27.0,64.0,83.0
2020-05-01 05:22:57,27.0,64.0,83.0
2020-05-01 05:23:00,27.0,64.0,83.0
2020-05-01 05:23:03,27.0,64.0,83.0
2020-05-01 05:23:06,27.0,63.0,83.0
2020-05-01 05:23:09,27.0,63.0,83.0
2020-05-01 05:23:12,27.0,64.0,83.0
2020-05-01 05:23:15,27.0,64.0,83.0
2020-05-01 05:23:18,27.0,64.0,83.0
2020-05-01 05:23:21,27.0,64.0,83.0
2020-05-01 05:23:24,27.0,63.0,83.0
2020-05-01 05:23:27,27.0,63.0,83.0
2020-05-01 05:23:30,27.0,62.0,83.0
2020-05-01 05:23:33,27.0,62.0,83.0
2020-05-01 05:23:36,27.0,65.0,83.0
2020-05-01 05:23:39,27.0,65.0,83.0
2020-05-01 05:23:42,27.0,65.0,83.0
2020-05-01 05:23:45,27.0,63.0,83.0
2020-05-01 05:23:48,27.0,63.0,83.0
2020-05-01 05:23:51,27.0,63.0,83.0
2020-05-01 05:23:54,27.0,63.0,83.0
2020-05-01 05:23:57,27.0,63.0,83.0
2020-05-01 05:24:00,27.0,63.0,83.0
2020-05-01 05:24:03,27.0,64.0,83.0
2020-05-01 05:24:06,27.0,64.0,83.0
2020-05-01 05:24:09,27.0,63.0,83.0
2020-05-01 05:24:12,27.0,63.0,83.0
2020-05-01 05:24:15,27.0,63.0,83.0
2020-05-01 05:24:18,27.0,63.0,83.0
2020-05-01 05:24:21,27.0,63.0,83.0
2020-05-01 05:24:24,27.0,63.0,83.0
2020-05-01 05:24:27,27.0,63.0,83.0
2020-05-01 05:24:30,27.0,64.0,83.0
2020-05-01 05:24:33,27.0,64.0,83.0
2020-05-01 05:24:36,27.0,64.0,83.0
2020-05-01 05:24:39,27.0,64.0,83.0
2020-05-01 05:24:42,28.0,63.0,83.0
2020-05-01 05:24:45,28.0,63.0,83.0
2020-05-01 05:24:48,27.0,64.0,83.0
2020-05-01 05:24:51,27.0,64.0,83.0
2020-05-01 05:24:54,27.0,63.0,83.0
2020-05-01 05:24:57,27.0,63.0,83.0
2020-05-01 05:25:00,27.0,63.0,83.0
2020-05-01 05:25:03,27.0,63.0,83.0
2020-05-01 05:25:06,27.0,63.0,83.0
2020-05-01 05:25:09,28.0,63.0,83.0
2020-05-01 05:25:12,28.0,63.0,83.0
2020-05-01 05:25:15,27.0,63.0,83.0
2020-05-01 05:25:18,27.0,63.0,83.0
2020-05-01 05:25:21,27.0,63.0,83.0
2020-05-01 05:25:24,27.0,63.0,83.0
2020-05-01 05:25:27,27.0,64.0,83.0
2020-05-01 05:25:30,27.0,64.0,83.0
